Year,Month,Name,DeviceName,DeviceType,FlowDirection,Factor,Seq1,Seq2,Seq3,Seq4,Seq5,Seq6
2019,1,N_TO_H,44645 SNGLTN_ 44900 ZENITH_ 99,LINE,From-To,1,4278.0,4819.0,4358.0,4483.0,,
2019,1,N_TO_H,44645 SNGLTN_ 46500 TOMBAL_ 74,LINE,From-To,1,4278.0,4819.0,4358.0,4483.0,,
2019,1,N_TO_H,967 GIBN_CREK 44900 ZENITH_ 18,LINE,From-To,1,4278.0,4819.0,,,,
2019,1,N_TO_H,967 GIBN_CREK 44900 ZENITH_ 50,LINE,From-To,1,4278.0,4819.0,,,,
2019,1,PNHNDL,11305 DERMOTT 59904 COTTONW 1,LINE,To-From,1,3288.0,3339.0,3314.0,3472.0,,
2019,1,PNHNDL,11305 DERMOTT 59904 COTTONW 2,LINE,To-From,1,3288.0,3339.0,3314.0,3472.0,,
2019,1,PNHNDL,59904 COTTONW 60500 EDITHCL 1,LINE,From-To,1,3288.0,3339.0,3314.0,3472.0,,
2019,1,PNHNDL,59904 COTTONW 60500 EDITHCL 2,LINE,From-To,1,3288.0,3339.0,3314.0,3472.0,,
2019,1,PNHNDL,60500 EDITHCL 60501 TESLA7A 1,LINE,To-From,1,3288.0,3339.0,3314.0,3472.0,,
2019,1,PNHNDL,60500 EDITHCL 60501 TESLA7A 2,LINE,To-From,1,3288.0,3339.0,3314.0,3472.0,,
2019,1,PNHNDL,60501 TESLA7A 61001 JIMTREE 1,LINE,From-To,1,3288.0,3339.0,3314.0,3472.0,,
2019,1,PNHNDL,6101 RILEY7A 60501 TESLA7A 1,LINE,To-From,1,3288.0,3339.0,3314.0,3472.0,,
2019,1,POMELO,8383 NEDIN7A 906688 POMELO 1,LINE,To-From,1,,,,160.0,,
2019,1,POMELO,8574 POMELO7A 80355 DELSOL7 1,LINE,From-To,1,,,,160.0,,
2019,1,REDTAP,8896 RACHAL4A 88380 RGTAP4A 1,LINE,To-From,1,99999.0,99999.0,99999.0,99999.0,,
2019,1,TRDWEL,6365 YELWJCKT 60423 TREADWE 1,LINE,To-From,1,99999.0,,,,,
2019,1,TRDWEL,6480 SAPOWER4 60423 TREADWE 1,LINE,To-From,1,99999.0,,,,,
2019,1,VALIMP,5742 YTURRIAS 8302 RAYMND24 1,LINE,From-To,1,2096.0,1869.0,,1717.0,,
2019,1,VALIMP,8383 NEDIN7A 8574 POMELO7A 1,LINE,To-From,1,2096.0,1869.0,,,,
2019,1,VALIMP,8383 NEDIN7A 906688 POMELO 1,LINE,To-From,1,,,,1717.0,,
2019,1,VALIMP,8455 LONHILL7 8905 NEDIN7C 1,LINE,From-To,1,2096.0,1869.0,,1717.0,,
2019,1,VALIMP,8795 ROMA_SW4 80106 FALCONS 1,LINE,To-From,1,2096.0,1869.0,,1717.0,,
2019,1,VALIMP,8896 RACHAL4A 88380 RGTAP4A 1,LINE,From-To,1,2096.0,1869.0,,1717.0,,
2019,1,VALIMP,8902 RIOHONDO 80076 AJO7A 1,LINE,To-From,1,,,,1717.0,,
2019,1,VALIMP,8902 RIOHONDO 80512 MGVLYTP 1,LINE,To-From,1,2096.0,1869.0,,,,
2019,1,VALIMP_1,5742 YTURRIAS 8302 RAYMND24 1,LINE,From-To,1,,,1700.0,,,
2019,1,VALIMP_1,8383 NEDIN7A 8574 POMELO7A 1,LINE,To-From,1,,,1700.0,,,
2019,1,VALIMP_1,8455 LONHILL7 8905 NEDIN7C 1,LINE,From-To,1,,,1700.0,,,
2019,1,VALIMP_1,8795 ROMA_SW4 80106 FALCONS 1,LINE,To-From,1,,,1700.0,,,
2019,1,VALIMP_1,8896 RACHAL4A 88380 RGTAP4A 1,LINE,From-To,1,,,1700.0,,,
2019,1,VALIMP_1,8902 RIOHONDO 902494 AJO7A 1,LINE,To-From,1,,,1700.0,,,
2019,1,ZO_AJO,80071 ZORILLO 80076 AJO7A 1,LINE,From-To,1,,,,99999.0,,
2019,2,EASTEX,3100 MARTINLK 3102 TYLERGND 1,LINE,From-To,1,99999.0,,,,,
2019,2,EASTEX,3100 MARTINLK 3103 SHAMBRGR 1,LINE,From-To,1,99999.0,,,,,
2019,2,EASTEX,3100 MARTINLK 3105 ELKTON_5 1,LINE,From-To,1,99999.0,,,,,
2019,2,EASTEX,3100 MARTINLK 3109 STRYKER_ 1,LINE,From-To,1,99999.0,,,,,
2019,2,EASTEX,3116 MTENTRPR 3119 NACOGDSE 1,LINE,From-To,1,99999.0,,,,,
2019,2,EASTEX,3116 MTENTRPR 3124 TRINDAD2 1,LINE,From-To,1,99999.0,,,,,
2019,2,MCCAMY,11028 ODESEHV 76000 L_NORTM 1,LINE,To-From,1,99999.0,,,,,
2019,2,MCCAMY,38310 TN16TH_ 38330 TNWDWRD 1,LINE,To-From,1,99999.0,,,,,
2019,2,MCCAMY,38420 TNWHITE 69 38430 TNWHITE 138 1,XFMR,To-From,1,99999.0,,,,,
2019,2,MCCAMY,60014 SPUD4A 76615 L_LCRAN 1,LINE,From-To,1,99999.0,,,,,
2019,2,MCCAMY,60361 SANTARI 76032 L_NORTM 1,LINE,To-From,1,99999.0,,,,,
2019,2,MCCAMY,6556 YATW_SW2 60370 ALLEYOO 1,LINE,From-To,1,99999.0,,,,,
2019,2,MCCAMY,6598 RIOPECOS 69 6601 RIOPECOS 138 1,XFMR,To-From,1,99999.0,,,,,
2019,2,MCCAMY,6598 RIOPECOS 69 6601 RIOPECOS 138 2,XFMR,To-From,1,99999.0,,,,,
2019,2,MCCAMY,6601 RIOPECOS 76615 L_LCRAN 1,LINE,From-To,1,99999.0,,,,,
2019,2,MCCAMY,6628 FTST2A 69 6630 FTST4A 138 1,XFMR,To-From,1,99999.0,,,,,
2019,2,MCCAMY,6630 FTST4A 132482 RIGGIN 1,LINE,From-To,1,99999.0,,,,,
2019,2,MCCAMY,6630 FTST4A 38340 TNAIRPO 1,LINE,From-To,1,99999.0,,,,,
2019,2,MCCAMY,6630 FTST4A 60383 LINTERN 1,LINE,From-To,1,99999.0,,,,,
2019,2,MCCAMY,76003 L_BIGHI 76005 L_SCHND 1,LINE,To-From,1,99999.0,,,,,
2019,2,MCCAMY,76040 L_CASTI 76615 L_LCRAN 1,LINE,From-To,1,99999.0,,,,,
2019,2,MCCAMY,76579 L_FORTL 76582 L_MEVIS 1,LINE,To-From,1,99999.0,,,,,
2019,2,MCCAMY,76615 L_LCRAN 76635 L_KINGM 1,LINE,To-From,1,99999.0,,,,,
2019,2,NELRIO,80076 AJO7A 85000 N_SHARP 1,LINE,From-To,1,99999.0,,,,,
2019,2,NELRIO,8902 RIOHONDO 80512 MGVLYTP 1,LINE,To-From,1,99999.0,,,,,
2019,2,NE_LOB,5901 MIGUEL5 80219 LOBO7A 1,LINE,To-From,1,99999.0,,,,,
2019,2,NE_LOB,80219 LOBO7A 345 80221 LOBO4A 138 1,XFMR,From-To,1,99999.0,,,,,
2019,2,NE_LOB,80219 LOBO7A 345 80221 LOBO4A 138 2,XFMR,From-To,1,99999.0,,,,,
2019,2,NE_LOB,8383 NEDIN7A 8574 POMELO7A 1,LINE,To-From,1,99999.0,,,,,
2019,2,N_TO_H,40600 ROANS__ 45972 KUYDAL7 75,LINE,From-To,1,4278.0,,,,,
2019,2,N_TO_H,44645 SNGLTN_ 44900 ZENITH_ 98,LINE,From-To,1,4278.0,,,,,
2019,2,N_TO_H,44645 SNGLTN_ 44900 ZENITH_ 99,LINE,From-To,1,4278.0,,,,,
2019,2,N_TO_H,44645 SNGLTN_ 46500 TOMBAL_ 74,LINE,From-To,1,4278.0,,,,,
2019,2,N_TO_H,967 GIBN_CREK 44900 ZENITH_ 18,LINE,From-To,1,4278.0,,,,,
2019,2,N_TO_H,967 GIBN_CREK 44900 ZENITH_ 50,LINE,From-To,1,4278.0,,,,,
2019,2,PNHNDL,11305 DERMOTT 59904 COTTONW 1,LINE,To-From,1,3288.0,,,,,
2019,2,PNHNDL,11305 DERMOTT 59904 COTTONW 2,LINE,To-From,1,3288.0,,,,,
2019,2,PNHNDL,59904 COTTONW 60500 EDITHCL 1,LINE,From-To,1,3288.0,,,,,
2019,2,PNHNDL,59904 COTTONW 60500 EDITHCL 2,LINE,From-To,1,3288.0,,,,,
2019,2,PNHNDL,60500 EDITHCL 60501 TESLA7A 1,LINE,To-From,1,3288.0,,,,,
2019,2,PNHNDL,60500 EDITHCL 60501 TESLA7A 2,LINE,To-From,1,3288.0,,,,,
2019,2,PNHNDL,60501 TESLA7A 61001 JIMTREE 1,LINE,From-To,1,3288.0,,,,,
2019,2,PNHNDL,6101 RILEY7A 60501 TESLA7A 1,LINE,To-From,1,3288.0,,,,,
2019,2,REDTAP,8896 RACHAL4A 88380 RGTAP4A 1,LINE,To-From,1,99999.0,,,,,
2019,2,TRDWEL,6365 YELWJCKT 60423 TREADWE 1,LINE,To-From,1,99999.0,,,,,
2019,2,TRDWEL,6480 SAPOWER4 60423 TREADWE 1,LINE,To-From,1,99999.0,,,,,
2019,2,VALIMP,5742 YTURRIAS 8302 RAYMND24 1,LINE,From-To,1,2096.0,,,,,
2019,2,VALIMP,8383 NEDIN7A 8574 POMELO7A 1,LINE,To-From,1,2096.0,,,,,
2019,2,VALIMP,8455 LONHILL7 8905 NEDIN7C 1,LINE,From-To,1,2096.0,,,,,
2019,2,VALIMP,8795 ROMA_SW4 80106 FALCONS 1,LINE,To-From,1,2096.0,,,,,
2019,2,VALIMP,8896 RACHAL4A 88380 RGTAP4A 1,LINE,From-To,1,2096.0,,,,,
2019,2,VALIMP,8902 RIOHONDO 80512 MGVLYTP 1,LINE,To-From,1,2096.0,,,,,
2019,3,EASTEX,3100 MARTINLK 3102 TYLERGND 1,LINE,From-To,1,99999.0,,,,,
2019,3,EASTEX,3100 MARTINLK 3103 SHAMBRGR 1,LINE,From-To,1,99999.0,,,,,
2019,3,EASTEX,3100 MARTINLK 3105 ELKTON_5 1,LINE,From-To,1,99999.0,,,,,
2019,3,EASTEX,3100 MARTINLK 3109 STRYKER_ 1,LINE,From-To,1,99999.0,,,,,
2019,3,EASTEX,3116 MTENTRPR 3119 NACOGDSE 1,LINE,From-To,1,99999.0,,,,,
2019,3,EASTEX,3116 MTENTRPR 3124 TRINDAD2 1,LINE,From-To,1,99999.0,,,,,
2019,3,MCCAMY,11028 ODESEHV 76000 L_NORTM 1,LINE,To-From,1,99999.0,,,,,
2019,3,MCCAMY,38310 TN16TH_ 38330 TNWDWRD 1,LINE,To-From,1,99999.0,,,,,
2019,3,MCCAMY,38420 TNWHITE 69 38430 TNWHITE 138 1,XFMR,To-From,1,99999.0,,,,,
2019,3,MCCAMY,60014 SPUD4A 76615 L_LCRAN 1,LINE,From-To,1,99999.0,,,,,
2019,3,MCCAMY,60361 SANTARI 76032 L_NORTM 1,LINE,To-From,1,99999.0,,,,,
2019,3,MCCAMY,6556 YATW_SW2 60370 ALLEYOO 1,LINE,From-To,1,99999.0,,,,,
2019,3,MCCAMY,6598 RIOPECOS 69 6601 RIOPECOS 138 1,XFMR,To-From,1,99999.0,,,,,
2019,3,MCCAMY,6598 RIOPECOS 69 6601 RIOPECOS 138 2,XFMR,To-From,1,99999.0,,,,,
2019,3,MCCAMY,6601 RIOPECOS 76615 L_LCRAN 1,LINE,From-To,1,99999.0,,,,,
2019,3,MCCAMY,6628 FTST2A 69 6630 FTST4A 138 1,XFMR,To-From,1,99999.0,,,,,
2019,3,MCCAMY,6630 FTST4A 132482 RIGGIN 1,LINE,From-To,1,99999.0,,,,,
2019,3,MCCAMY,6630 FTST4A 38340 TNAIRPO 1,LINE,From-To,1,99999.0,,,,,
2019,3,MCCAMY,6630 FTST4A 60383 LINTERN 1,LINE,From-To,1,99999.0,,,,,
2019,3,MCCAMY,76003 L_BIGHI 76005 L_SCHND 1,LINE,To-From,1,99999.0,,,,,
2019,3,MCCAMY,76040 L_CASTI 76615 L_LCRAN 1,LINE,From-To,1,99999.0,,,,,
2019,3,MCCAMY,76579 L_FORTL 76582 L_MEVIS 1,LINE,To-From,1,99999.0,,,,,
2019,3,MCCAMY,76615 L_LCRAN 76635 L_KINGM 1,LINE,To-From,1,99999.0,,,,,
2019,3,NELRIO,80076 AJO7A 85000 N_SHARP 1,LINE,From-To,1,99999.0,,,,,
2019,3,NELRIO,8902 RIOHONDO 80512 MGVLYTP 1,LINE,To-From,1,99999.0,,,,,
2019,3,NE_LOB,5901 MIGUEL5 80219 LOBO7A 1,LINE,To-From,1,99999.0,,,,,
2019,3,NE_LOB,80219 LOBO7A 345 80221 LOBO4A 138 1,XFMR,From-To,1,99999.0,,,,,
2019,3,NE_LOB,80219 LOBO7A 345 80221 LOBO4A 138 2,XFMR,From-To,1,99999.0,,,,,
2019,3,NE_LOB,8383 NEDIN7A 8574 POMELO7A 1,LINE,To-From,1,99999.0,,,,,
2019,3,N_TO_H,40600 ROANS__ 45972 KUYDAL7 75,LINE,From-To,1,4278.0,,,,,
2019,3,N_TO_H,44645 SNGLTN_ 44900 ZENITH_ 98,LINE,From-To,1,4278.0,,,,,
2019,3,N_TO_H,44645 SNGLTN_ 44900 ZENITH_ 99,LINE,From-To,1,4278.0,,,,,
2019,3,N_TO_H,44645 SNGLTN_ 46500 TOMBAL_ 74,LINE,From-To,1,4278.0,,,,,
2019,3,N_TO_H,967 GIBN_CREK 44900 ZENITH_ 18,LINE,From-To,1,4278.0,,,,,
2019,3,N_TO_H,967 GIBN_CREK 44900 ZENITH_ 50,LINE,From-To,1,4278.0,,,,,
2019,3,PNHNDL,11305 DERMOTT 59904 COTTONW 1,LINE,To-From,1,3288.0,,,,,
2019,3,PNHNDL,11305 DERMOTT 59904 COTTONW 2,LINE,To-From,1,3288.0,,,,,
2019,3,PNHNDL,59904 COTTONW 60500 EDITHCL 1,LINE,From-To,1,3288.0,,,,,
2019,3,PNHNDL,59904 COTTONW 60500 EDITHCL 2,LINE,From-To,1,3288.0,,,,,
2019,3,PNHNDL,60500 EDITHCL 60501 TESLA7A 1,LINE,To-From,1,3288.0,,,,,
2019,3,PNHNDL,60500 EDITHCL 60501 TESLA7A 2,LINE,To-From,1,3288.0,,,,,
2019,3,PNHNDL,60501 TESLA7A 61001 JIMTREE 1,LINE,From-To,1,3288.0,,,,,
2019,3,PNHNDL,6101 RILEY7A 60501 TESLA7A 1,LINE,To-From,1,3288.0,,,,,
2019,3,REDTAP,8896 RACHAL4A 88380 RGTAP4A 1,LINE,To-From,1,99999.0,,,,,
2019,3,TRDWEL,6365 YELWJCKT 60423 TREADWE 1,LINE,To-From,1,99999.0,,,,,
2019,3,TRDWEL,6480 SAPOWER4 60423 TREADWE 1,LINE,To-From,1,99999.0,,,,,
2019,3,VALIMP,5742 YTURRIAS 8302 RAYMND24 1,LINE,From-To,1,2096.0,,,,,
2019,3,VALIMP,8383 NEDIN7A 8574 POMELO7A 1,LINE,To-From,1,2096.0,,,,,
2019,3,VALIMP,8455 LONHILL7 8905 NEDIN7C 1,LINE,From-To,1,2096.0,,,,,
2019,3,VALIMP,8795 ROMA_SW4 80106 FALCONS 1,LINE,To-From,1,2096.0,,,,,
2019,3,VALIMP,8896 RACHAL4A 88380 RGTAP4A 1,LINE,From-To,1,2096.0,,,,,
2019,3,VALIMP,8902 RIOHONDO 80512 MGVLYTP 1,LINE,To-From,1,2096.0,,,,,
2019,4,EASTEX,3100 MARTINLK 3102 TYLERGND 1,LINE,From-To,1,99999.0,,,,,
2019,4,EASTEX,3100 MARTINLK 3103 SHAMBRGR 1,LINE,From-To,1,99999.0,,,,,
2019,4,EASTEX,3100 MARTINLK 3105 ELKTON_5 1,LINE,From-To,1,99999.0,,,,,
2019,4,EASTEX,3100 MARTINLK 3109 STRYKER_ 1,LINE,From-To,1,99999.0,,,,,
2019,4,EASTEX,3116 MTENTRPR 3119 NACOGDSE 1,LINE,From-To,1,99999.0,,,,,
2019,4,EASTEX,3116 MTENTRPR 3124 TRINDAD2 1,LINE,From-To,1,99999.0,,,,,
2019,4,MCCAMY,11028 ODESEHV 76000 L_NORTM 1,LINE,To-From,1,99999.0,,,,,
2019,4,MCCAMY,38310 TN16TH_ 38330 TNWDWRD 1,LINE,To-From,1,99999.0,,,,,
2019,4,MCCAMY,38420 TNWHITE 69 38430 TNWHITE 138 1,XFMR,To-From,1,99999.0,,,,,
2019,4,MCCAMY,60014 SPUD4A 76615 L_LCRAN 1,LINE,From-To,1,99999.0,,,,,
2019,4,MCCAMY,60361 SANTARI 76032 L_NORTM 1,LINE,To-From,1,99999.0,,,,,
2019,4,MCCAMY,6556 YATW_SW2 60370 ALLEYOO 1,LINE,From-To,1,99999.0,,,,,
2019,4,MCCAMY,6598 RIOPECOS 69 6601 RIOPECOS 138 1,XFMR,To-From,1,99999.0,,,,,
2019,4,MCCAMY,6598 RIOPECOS 69 6601 RIOPECOS 138 2,XFMR,To-From,1,99999.0,,,,,
2019,4,MCCAMY,6601 RIOPECOS 76615 L_LCRAN 1,LINE,From-To,1,99999.0,,,,,
2019,4,MCCAMY,6628 FTST2A 69 6630 FTST4A 138 1,XFMR,To-From,1,99999.0,,,,,
2019,4,MCCAMY,6630 FTST4A 132482 RIGGIN 1,LINE,From-To,1,99999.0,,,,,
2019,4,MCCAMY,6630 FTST4A 38340 TNAIRPO 1,LINE,From-To,1,99999.0,,,,,
2019,4,MCCAMY,6630 FTST4A 60383 LINTERN 1,LINE,From-To,1,99999.0,,,,,
2019,4,MCCAMY,76003 L_BIGHI 76005 L_SCHND 1,LINE,To-From,1,99999.0,,,,,
2019,4,MCCAMY,76040 L_CASTI 76615 L_LCRAN 1,LINE,From-To,1,99999.0,,,,,
2019,4,MCCAMY,76579 L_FORTL 76582 L_MEVIS 1,LINE,To-From,1,99999.0,,,,,
2019,4,MCCAMY,76615 L_LCRAN 76635 L_KINGM 1,LINE,To-From,1,99999.0,,,,,
2019,4,NELRIO,80076 AJO7A 85000 N_SHARP 1,LINE,From-To,1,99999.0,,,,,
2019,4,NELRIO,8902 RIOHONDO 80512 MGVLYTP 1,LINE,To-From,1,99999.0,,,,,
2019,4,NE_LOB,5901 MIGUEL5 80219 LOBO7A 1,LINE,To-From,1,99999.0,,,,,
2019,4,NE_LOB,80219 LOBO7A 345 80221 LOBO4A 138 1,XFMR,From-To,1,99999.0,,,,,
2019,4,NE_LOB,80219 LOBO7A 345 80221 LOBO4A 138 2,XFMR,From-To,1,99999.0,,,,,
2019,4,NE_LOB,8383 NEDIN7A 8574 POMELO7A 1,LINE,To-From,1,99999.0,,,,,
2019,4,N_TO_H,40600 ROANS__ 45972 KUYDAL7 75,LINE,From-To,1,4278.0,,,,,
2019,4,N_TO_H,44645 SNGLTN_ 44900 ZENITH_ 98,LINE,From-To,1,4278.0,,,,,
2019,4,N_TO_H,44645 SNGLTN_ 44900 ZENITH_ 99,LINE,From-To,1,4278.0,,,,,
2019,4,N_TO_H,44645 SNGLTN_ 46500 TOMBAL_ 74,LINE,From-To,1,4278.0,,,,,
2019,4,N_TO_H,967 GIBN_CREK 44900 ZENITH_ 18,LINE,From-To,1,4278.0,,,,,
2019,4,N_TO_H,967 GIBN_CREK 44900 ZENITH_ 50,LINE,From-To,1,4278.0,,,,,
2019,4,PNHNDL,11305 DERMOTT 59904 COTTONW 1,LINE,To-From,1,3288.0,,,,,
2019,4,PNHNDL,11305 DERMOTT 59904 COTTONW 2,LINE,To-From,1,3288.0,,,,,
2019,4,PNHNDL,59904 COTTONW 60500 EDITHCL 1,LINE,From-To,1,3288.0,,,,,
2019,4,PNHNDL,59904 COTTONW 60500 EDITHCL 2,LINE,From-To,1,3288.0,,,,,
2019,4,PNHNDL,60500 EDITHCL 60501 TESLA7A 1,LINE,To-From,1,3288.0,,,,,
2019,4,PNHNDL,60500 EDITHCL 60501 TESLA7A 2,LINE,To-From,1,3288.0,,,,,
2019,4,PNHNDL,60501 TESLA7A 61001 JIMTREE 1,LINE,From-To,1,3288.0,,,,,
2019,4,PNHNDL,6101 RILEY7A 60501 TESLA7A 1,LINE,To-From,1,3288.0,,,,,
2019,4,REDTAP,8896 RACHAL4A 88380 RGTAP4A 1,LINE,To-From,1,99999.0,,,,,
2019,4,TRDWEL,6365 YELWJCKT 60423 TREADWE 1,LINE,To-From,1,99999.0,,,,,
2019,4,TRDWEL,6480 SAPOWER4 60423 TREADWE 1,LINE,To-From,1,99999.0,,,,,
2019,4,VALIMP,5742 YTURRIAS 8302 RAYMND24 1,LINE,From-To,1,2096.0,,,,,
2019,4,VALIMP,8383 NEDIN7A 8574 POMELO7A 1,LINE,To-From,1,2096.0,,,,,
2019,4,VALIMP,8455 LONHILL7 8905 NEDIN7C 1,LINE,From-To,1,2096.0,,,,,
2019,4,VALIMP,8795 ROMA_SW4 80106 FALCONS 1,LINE,To-From,1,2096.0,,,,,
2019,4,VALIMP,8896 RACHAL4A 88380 RGTAP4A 1,LINE,From-To,1,2096.0,,,,,
2019,4,VALIMP,8902 RIOHONDO 80512 MGVLYTP 1,LINE,To-From,1,2096.0,,,,,
2019,5,EASTEX,3100 MARTINLK 3102 TYLERGND 1,LINE,From-To,1,99999.0,,,,,
2019,5,EASTEX,3100 MARTINLK 3103 SHAMBRGR 1,LINE,From-To,1,99999.0,,,,,
2019,5,EASTEX,3100 MARTINLK 3105 ELKTON_5 1,LINE,From-To,1,99999.0,,,,,
2019,5,EASTEX,3100 MARTINLK 3109 STRYKER_ 1,LINE,From-To,1,99999.0,,,,,
2019,5,EASTEX,3116 MTENTRPR 3119 NACOGDSE 1,LINE,From-To,1,99999.0,,,,,
2019,5,EASTEX,3116 MTENTRPR 3124 TRINDAD2 1,LINE,From-To,1,99999.0,,,,,
2019,5,MCCAMY,11028 ODESEHV 76000 L_NORTM 1,LINE,To-From,1,99999.0,,,,,
2019,5,MCCAMY,38310 TN16TH_ 38330 TNWDWRD 1,LINE,To-From,1,99999.0,,,,,
2019,5,MCCAMY,38420 TNWHITE 69 38430 TNWHITE 138 1,XFMR,To-From,1,99999.0,,,,,
2019,5,MCCAMY,60014 SPUD4A 76615 L_LCRAN 1,LINE,From-To,1,99999.0,,,,,
2019,5,MCCAMY,60361 SANTARI 76032 L_NORTM 1,LINE,To-From,1,99999.0,,,,,
2019,5,MCCAMY,6556 YATW_SW2 60370 ALLEYOO 1,LINE,From-To,1,99999.0,,,,,
2019,5,MCCAMY,6598 RIOPECOS 69 6601 RIOPECOS 138 1,XFMR,To-From,1,99999.0,,,,,
2019,5,MCCAMY,6598 RIOPECOS 69 6601 RIOPECOS 138 2,XFMR,To-From,1,99999.0,,,,,
2019,5,MCCAMY,6601 RIOPECOS 76615 L_LCRAN 1,LINE,From-To,1,99999.0,,,,,
